Name,Description,Image,DNA,edition,Date,Artist,Type,Accessories,Manufacturer,Compiler,Developer
CSM #1039,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1039,057e9cd05b68293b9ca54b5d60f47237c5536035,1039,1635280984571,alwoenie,Female Humanoid,"Earring, White_Fedoora",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1150,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1150,c1aea85c739d8b378d8e870f7c9f64600c0db2e3,1150,1635281087026,alwoenie,Female Humanoid,"Black_Lipstick, Crazy_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #689,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/689,6817dd47b83794773220f271c9acafc5f2abb024,689,1635280847539,alwoenie,Male Humanoid,"Muttonchops, Fedora, Cigar",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #687,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/687,e6470e4b86cb2b23489904148c322a95f6043f1d,687,1635280719641,alwoenie,Male Humanoid,"Red_Beret, Laser_Shades, Cigarette",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #685,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/685,7b3dfbdd34ebe4e099af5b10a3c4000f95172800,685,1635281232106,alwoenie,Female Humanoid,"Mole, Gold_Chain, Straight_Hair, Face_Mask",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #690,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/690,3841b18759ba8c3a5286e901c4a481ff2fca39ab,690,1635281321687,alwoenie,Female Humanoid,"Purple_Eye_Shadow, Earring, Dark_Hair, Cigar",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1142,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1142,aae38d6cdbb33392d70b374a58340a798bfe092c,1142,1635280239762,alwoenie,Male Humanoid,"Frown, Mohawk_Thin, Laser_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1163,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1163,43a01e10eee7553cd74b1b3bf632ae2ff3317eec,1163,1635280193693,alwoenie,Male Humanoid,"Chinstrap, Red_Beret",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1032,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1032,e91c1a37789711fab2987de7cc0347122ddf3252,1032,1635280006212,alwoenie,Male Humanoid,"Horseshoe_Dark, Folded_Bandana, Safety_Goggles",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1166,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1166,38862fbf5626b57da599994833e243d08c910338,1166,1635280986467,alwoenie,Female Humanoid,"Green_Eye_Shadow, Cowboy_Hat",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1167,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1167,859a17085e5b68c9c8e8770c86e9663595f97e33,1167,1635280003496,alwoenie,Male Humanoid,"Sombrero, Clown_Eye_Blue",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1144,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1144,45680e3ddc08bd3fbf90816bbe8b07ed936ea0e9,1144,1635281260079,alwoenie,Female Humanoid,"Hot_Lipstick, Eyes_Blue_Terminate, Pilot_Helmet",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1165,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1165,2d990f4ec895cd80c8cfed59d499e4a4701e4e53,1165,1635280496674,alwoenie,Male Humanoid,"Clown_Hair_Green, Clown_Nose",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #692,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/692,144c05df9c4e1b22c656c4c6212c7afa3a2539cc,692,1635280207068,alwoenie,Male Humanoid,"Horseshoe_Dark, Folded_Bandana",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1172,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1172,69b550ab1e39dfdc295d77030b6d5bcdbfdbdaa6,1172,1635280727252,alwoenie,Male Humanoid,"Fu_Manchu, Knitted_Cap",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1190,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1190,3d2ccfd0c92c02ea49c080c7afe809b52ea2e6eb,1190,1635280741634,alwoenie,Male Humanoid,"Handlebars, Shaved_Head",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1188,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1188,f717ac3f81a0e1b77e5c42f13c45356a2773dd6e,1188,1635279941856,alwoenie,Male Humanoid,Frumpy_Hair,Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1158,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1158,34217e08beea3b9efd9b35681b504bfd57c72b11,1158,1635281277321,alwoenie,Female Humanoid,"Black_Lipstick, Gold_Chain, Earring, Snapback",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1175,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1175,0bd9038c364968f7cff4dd612bb37de4a72e3e3b,1175,1635281181679,alwoenie,Female Humanoid,"Rosy_Cheeks, Red_Beret",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #701,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/701,ab16ed1090817194813ed038f032cf8a3a5f0f61,701,1635281142906,alwoenie,Female Humanoid,"Purple_Eye_Shadow, Hoodie",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #694,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/694,45bfdbbc4148a0349a9e30b8e72e17117812a5ac,694,1635280163342,alwoenie,Male Humanoid,"Mustache, Cap_Forward, Big_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1178,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1178,88a7d0c0cb138fcd41afc8489c44bb193994080e,1178,1635281233995,alwoenie,Female Humanoid,"Green_Eye_Shadow, Red_Mohawk, Cigar",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #693,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/693,3bd6994221ee5c12d78d4974358ba8c3d7a61753,693,1635280193927,alwoenie,Male Humanoid,"Silver_Chain, Horseshoe, Messy_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #699,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/699,57a59baca5cb789a6a7bf17cddcf3695adbf5f6f,699,1635280237695,alwoenie,Male Humanoid,"Big_Beard, Purple_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1174,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1174,23edd85237295ab820829989962442c1a3efc062,1174,1635280640832,alwoenie,Male Humanoid,"Horseshoe, Top_Hat, VR",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1193,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1193,e913a6617196839cee8f019d056b939e6d567670,1193,1635280597352,alwoenie,Male Humanoid,"Luxurious_Beard, Flat_Cap",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1211,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1211,9d0a84fbda9a210e14cfff1d01828283986777a4,1211,1635281162259,alwoenie,Female Humanoid,"Green_Eye_Shadow, Pigtails, Eye_Patch",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #700,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/700,86dd2baace354d1ccb35a78e14686167f7f62fb3,700,1635280094741,alwoenie,Male Humanoid,"Front_Beard, Folded_Bandana",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #712,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/712,588943e2ce5b9ea8546fb90866c4a7f151dc659d,712,1635280677663,alwoenie,Male Humanoid,"Front_Beard, Purple_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #695,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/695,476044dce025a765438531e8674905eea188a3fb,695,1635279963928,alwoenie,Male Humanoid,"Trenchcoat, Fishermans_Hat, Cigarette",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1208,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1208,08a5ca987bafbd5180ecba1df65fdefa3e127259,1208,1635280262845,alwoenie,Male Humanoid,"Amish_Beard, Brown_Fedora, Clown_Nose",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1195,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1195,d2150e5783808853b461b3f28550ca53d220d78a,1195,1635281036271,alwoenie,Female Humanoid,"Hot_Lipstick, Earring, Stringy_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1215,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1215,37b94f659b3bda7b6505b48b64b2467662147d20,1215,1635280656267,alwoenie,Male Humanoid,"Normal_Beard, Flat_Cap",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1207,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1207,497012775f230cb58a07920e6a8f040f96c4c6a4,1207,1635280360038,alwoenie,Male Humanoid,"Amish_Beard, Beanie, Eye_Patch",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1219,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1219,27162800d5529f4c11a5ffbc15405c7f72820312,1219,1635280950440,alwoenie,Female Humanoid,"Purple_Eye_Shadow, Silver_Chain, Straight_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1074,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1074,f9360e586168760cf4620121e30953d1216d8a44,1074,1635280871524,alwoenie,Female Humanoid,"Hot_Lipstick, Snapback, Laser_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1214,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1214,0fb0e9885b48e46b449adb887fa3237a4ea36f1f,1214,1635280630973,alwoenie,Male Humanoid,"Trenchcoat, Muttonchops, Sombrero, Clown_Eye_Blue",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1212,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1212,4f2aa07bdcb37b33b81e00a3ae05d01f7d3ff9c6,1212,1635281046454,alwoenie,Female Humanoid,"Purple_Eye_Shadow, Choker, Crazy_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1216,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1216,ee3c9366271042940bb56147e026093c2c160350,1216,1635280487298,alwoenie,Male Humanoid,"Goat, Stringy_Hair, VR",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #711,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/711,3e4ddb6f8500db29df7c52b1a9079fd76723469c,711,1635281124011,alwoenie,Female Humanoid,"Purple_Eye_Shadow, Earring, Stringy_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #723,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/723,365029835a21028c9679596346c2d7af48eaf330,723,1635280986845,alwoenie,Female Humanoid,"Blue_Eye_Shadow, Cap",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #718,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/718,b164485112f011af00f687431aba4128a66c822a,718,1635280951162,alwoenie,Female Humanoid,"Purple_Eye_Shadow, Earring, Knitted_Cap",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #730,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/730,4e3a8acff0877e481603202b234850d5a0377b7b,730,1635281066790,alwoenie,Female Humanoid,"Earring, Wild_White_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #731,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/731,5a45588c2ec70c595f7bf6e8d1defc639b6be481,731,1635280411665,alwoenie,Male Humanoid,"Mole, Horseshoe, White_Fedora, Small_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #721,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/721,11f26f9a1b799c1b43b9ab9f8b492214f4d68a5e,721,1635280845571,alwoenie,Male Humanoid,"Rosy_Cheeks, Big_Beard, Cap, Clown_Eye_Green",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #749,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/749,42a5ee4aa58547ca9a29654884bdcfdd42f89487,749,1635281115648,alwoenie,Female Humanoid,Blonde_Short,Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1222,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1222,85059eeb91eb93475ab4c5315ff7607ae70a3b8b,1222,1635281254613,alwoenie,Female Humanoid,"Blue_Eye_Shadow, Earring, Cowboy_Hat",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #744,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/744,5df4b5046528ab25c524485c7cab2f38c2cadcfa,744,1635281316865,alwoenie,Female Humanoid,"Purple_Lipstick, Tassle_Hat",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #722,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/722,8024127ba2a23d2a3b033c2fa093fbffa1d8a825,722,1635280744623,alwoenie,Male Humanoid,"Bald, Cigar",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #732,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/732,d24656bcb4e251d7381d672de30969922387df92,732,1635280895578,alwoenie,Female Humanoid,"Mole, Pilot_Helmet, Cigarette",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #717,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/717,1baa644f48b96068421e63c7931e8add644b06db,717,1635281146986,alwoenie,Female Humanoid,Tiara,Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #600,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/600,eba89ffdf8a307b06958212601c46fa826d00552,600,1635280623357,alwoenie,Male Humanoid,"Earring, Beanie",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1224,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1224,6b25b4fd8c515ea09326566a2c98f3d920c6ba9b,1224,1635281204532,alwoenie,Female Humanoid,"Blue_Eye_Shadow, Straight_Hair_Dark",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1225,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1225,34ed40b3383d9259fc119e5950fb044b092a59c7,1225,1635280799889,alwoenie,Male Humanoid,"Silver_Chain, Flat_Cap, Laser_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #758,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/758,a67dac264cc237071812d69b51afa7b55c5719e7,758,1635279953935,alwoenie,Male Humanoid,"Cap_Forward, Clown_Eye_Blue",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #750,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/750,8c846573f40aab4cf770e5050fd578da471c5223,750,1635280303736,alwoenie,Male Humanoid,"Mole, Front_Beard, Beanie, Classic_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #757,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/757,794fb88a21636de38f32b247fdc319c3e7b88f7b,757,1635280434518,alwoenie,Male Humanoid,"Chinstrap, White_Fedora",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #740,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/740,8f83bdb69fdc533ecb03fa32fb161db33839b316,740,1635280227579,alwoenie,Male Humanoid,"Big_Beard, Folded_Bandana, Eye_Patch",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #759,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/759,c4127eb5c823bf561a6a4d659baab8a982bff4f3,759,1635280222463,alwoenie,Male Humanoid,"Horseshoe_Dark, Beanie, Cigarette",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1255,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1255,933d6e408b5060667d90ed902b941152cf1740d6,1255,1635280547639,alwoenie,Male Humanoid,"Flat_Cap, Clown_Eye_Blue",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1228,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1228,cd21c9c1e925945acd2531e7929cf544d5cc03f2,1228,1635281013254,alwoenie,Female Humanoid,Stringy_Hair,Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1230,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1230,de421483abc30c011ffb7f4a9c1cf58c11acfa10,1230,1635280097946,alwoenie,Male Humanoid,"Luxurious_Beard, Army_Helmet",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1223,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1223,52b9052ae9c888774f70d330ac3e698ff146b8e3,1223,1635280326696,alwoenie,Male Humanoid,"Chinstrap, Police_Cap",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #737,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/737,25c60ac426b5ce65d4826488d1c52c4c7b0ee62e,737,1635280828441,alwoenie,Male Humanoid,"Sombrero, Horned_Rim_Glasses, Pipe",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1238,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1238,21b88c3b154f834dbfb91fcb5de8f305043ce5ed,1238,1635280228526,alwoenie,Male Humanoid,Hoodie,Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #761,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/761,d12bbc333803d69343d9d0318656b2050f4c4efd,761,1635281134866,alwoenie,Female Humanoid,Flat_Cap,Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1231,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1231,2cfb247081091e254046e9dbce6135a090a29e87,1231,1635280667905,alwoenie,Male Humanoid,"Mole, Bandana, 3D_Glasses",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1256,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1256,06ccccd20d510652d5b332bb109439dbf2eb3e60,1256,1635280431091,alwoenie,Male Humanoid,"Fu_Manchu, Crazy_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1242,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1242,202a82f31323f93d97ebc5f5f1b040eb8c884a58,1242,1635280470084,alwoenie,Male Humanoid,"Front_Beard_Dark, Army_Helmet",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1233,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1233,97341b76fb7ac06bdcbaddfc5a28740ab83f6212,1233,1635280917386,alwoenie,Female Humanoid,"Mole, Earring, Stringy_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1243,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1243,93602bd799debf6d4037d56a8b8f956a9b0233d8,1243,1635280691277,alwoenie,Male Humanoid,"Gold_Chain, Amish_Hat",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #754,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/754,4713bd323b0df56f427624f4a01eab3ce8e6739e,754,1635281400091,alwoenie,Mimetic_Humanoid,Amish_Hat,Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #765,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/765,450595a1e5b6814fb78713355141784fe169e20d,765,1635280849734,alwoenie,Male Humanoid,"Horseshoe_Dark, Flat_Cap",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #738,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/738,1440bdf743eb3191c20370f5e99726a5b652e41b,738,1635280409228,alwoenie,Male Humanoid,"Muttonchops, Purple_Hair, Safety_Goggles, Cigar",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1250,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1250,1af8ab4aaff69ddb4f6320a98637faf1d36eb44d,1250,1635279953023,alwoenie,Male Humanoid,"Front_Beard, Knitted_Cap, Medical_Mask",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #739,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/739,c08d44394bff52d1f36c4e58d6f559aa26c7810a,739,1635280880123,alwoenie,Female Humanoid,"Hot_Lipstick, Cowboy_Hat, 3D_Glasses",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #766,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/766,5c651f0677404b95f161925722a1bd1633059088,766,1635280917017,alwoenie,Female Humanoid,"Blue_Eye_Shadow, Pigtails",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1103,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1103,3c1854e2a46aead6fd8d3d0e957cb033e7d4a98d,1103,1635280963542,alwoenie,Female Humanoid,"Purple_Lipstick, Gold_Chain, Earring, Cap",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1266,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1266,f6acaa8619a894e9d87ce90cfc60c94fdf0c0993,1266,1635280834677,alwoenie,Male Humanoid,"Rosy_Cheeks, Gold_Chain, Red_Beret, Medical_Mask",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1265,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1265,66a4fa5b7eadefc2ea656141ee7046b9c9448ddf,1265,1635280942637,alwoenie,Female Humanoid,"Spots, Earring, Army_Helmet",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1270,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1270,8b331bef70656dc7a866645f42c62559ff7b71cc,1270,1635280534714,alwoenie,Male Humanoid,"Horseshoe, Peak_Spike",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
